"","Measure_L1","Measure_L2","Measure_L3","Measure_L4"
"3106","Risk communication","Educate and actively communicate with the public","Communication via TV, radio",""
"3112","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Self-health management after returning from countries with level 1 and 2 warning"
"3113","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","all countries raised at level 3 Travel warning, 14 days home quarantine upon arrival in Taiwan"
"3114","Healthcare and public health capacity","Enhance emergency response mechanisms","Set up crisis units","Central Epidemic Command Center activated"
"3116","Healthcare and public health capacity","Increase availability of PPE","Population can order online face masks through a rationing system",""
"3117","Healthcare and public health capacity","Increase healthcare workforce","Travelling ban for healthcare professionals",""
"3119","Healthcare and public health capacity","Increase availability of PPE","Prohibition of export of protective personal equipment","Surgical masks"
"3120","Healthcare and public health capacity","Increase availability of PPE","Prohibition of export of protective personal equipment","Surgical masks: export ban extended"
"3121","Healthcare and public health capacity","Enhance laboratory testing","Increase testing capacity (number tests)","Testing of COVID-19 to take place at Taiwan CDC or eight designated hospitals"
"3122","Healthcare and public health capacity","Enhance laboratory testing","Test cases and suspected cases","Tour groups from Wuhan to depart Taiwan"
"3123","Case identification, contact tracing and related measures","Enhance detection system","All hospitals, clinics, and pharmacies have access to patients- travel histories",""
"3124","Case identification, contact tracing and related measures","Enhance detection system","Including results for National Health Insurance Taiwan",""
"3126","Environmental measures","Environmental cleaning and disinfection","Educational institutes and transporations",""
