Country,iso3c,Region,Date,Measure_L1,Measure_L2,Measure_L3,Measure_L4,Comment,Source
Kazakhstan,KAZ,Shymkent,28/03/2020,Social distancing,Mass gathering cancellation,"Conferences, meetings, trade fairs, etc.",,,https://www.coronavirus2020.kz/ru/ogranichitel-nye-mery-v-shymkente-iz-za-covid-19-obraschenie-akima-murata-aytenova_a3629854?fbclid=IwAR1wFvSOxEoXTvRLlreOocfFRxzKP1nB7Ghx5nUVYJfV1lBPd-USNRvOCPU
Kazakhstan,KAZ,Shymkent,28/03/2020,Risk communication,Respiratory etiquette,Promote the use of face mask,,,https://www.coronavirus2020.kz/ru/ogranichitel-nye-mery-v-shymkente-iz-za-covid-19-obraschenie-akima-murata-aytenova_a3629854?fbclid=IwAR1wFvSOxEoXTvRLlreOocfFRxzKP1nB7Ghx5nUVYJfV1lBPd-USNRvOCPU
Kazakhstan,KAZ,Shymkent,28/03/2020,Social distancing,Small gathering cancellation,Closure of restaurants/bars/cafes,Total,,https://www.coronavirus2020.kz/ru/ogranichitel-nye-mery-v-shymkente-iz-za-covid-19-obraschenie-akima-murata-aytenova_a3629854?fbclid=IwAR1wFvSOxEoXTvRLlreOocfFRxzKP1nB7Ghx5nUVYJfV1lBPd-USNRvOCPU
Kazakhstan,KAZ,Shymkent,28/03/2020,Travel restriction,Border restriction,Borders closed for travellers but open for food supply,Partial,City is closed between 9PM - 7AM,https://www.coronavirus2020.kz/ru/ogranichitel-nye-mery-v-shymkente-iz-za-covid-19-obraschenie-akima-murata-aytenova_a3629854?fbclid=IwAR1wFvSOxEoXTvRLlreOocfFRxzKP1nB7Ghx5nUVYJfV1lBPd-USNRvOCPU
Kazakhstan,KAZ,Shymkent,28/03/2020,Travel restriction,Stop public transports,Partial,,Public transport works from 6AM - 9PM,https://www.coronavirus2020.kz/ru/ogranichitel-nye-mery-v-shymkente-iz-za-covid-19-obraschenie-akima-murata-aytenova_a3629854?fbclid=IwAR1wFvSOxEoXTvRLlreOocfFRxzKP1nB7Ghx5nUVYJfV1lBPd-USNRvOCPU
Kazakhstan,KAZ,"Nur-sultan, Almaty",28/03/2020,Travel restriction,Cordon sanitaire,One city,,,https://www.coronavirus2020.kz/ru/kakie-dopolnitel-nye-mery-po-nedopuscheniyu-rasprostraneniya-koronavirusa-vvodyat-v-nur-sultane_a3629918?fbclid=IwAR1EFZ9cGOIchIKOKA_bBLZu32NI7Bx_jKjsFfGJty02oXl5b3cyJYXZiHg
Kazakhstan,KAZ,"Nur-sultan, Almaty",28/03/2020,Social distancing,Small gathering cancellation,Closure of non-essential public places,Complete,,https://www.coronavirus2020.kz/ru/kakie-dopolnitel-nye-mery-po-nedopuscheniyu-rasprostraneniya-koronavirusa-vvodyat-v-nur-sultane_a3629918?fbclid=IwAR1EFZ9cGOIchIKOKA_bBLZu32NI7Bx_jKjsFfGJty02oXl5b3cyJYXZiHg
Kazakhstan,KAZ,"Nur-sultan, Almaty",28/03/2020,Travel restriction,Stop public transports,Partial,,,https://www.coronavirus2020.kz/ru/kakie-dopolnitel-nye-mery-po-nedopuscheniyu-rasprostraneniya-koronavirusa-vvodyat-v-nur-sultane_a3629918?fbclid=IwAR1EFZ9cGOIchIKOKA_bBLZu32NI7Bx_jKjsFfGJty02oXl5b3cyJYXZiHg
Kazakhstan,KAZ,Kazakhstan,30/03/2020,Social distancing,Small gathering cancellation,Closure of non-essential working places,,Closure of centers for public services (only 1 per city is kept in operation),https://www.coronavirus2020.kz/ru/okno-vydachi-gotovyh-dokumentov-budet-otkryto-tol-ko-v-odnom-cone-v-kazhdom-gorode_a3630208?fbclid=IwAR31NKFexq2bdyCOM5N2u6PuUjrbJpRXJRFV2tqNDgeLgfSp1uLi-e6ZzHU
Kazakhstan,KAZ,"Nur-sultan, Almaty",30/03/2020,Social distancing,Public transport,Discourage use,,,https://www.coronavirus2020.kz/ru/dvizhenie-avtobusov-priostanovyat-v-stolice-s-30-marta-po-5-aprelya_a3630344?fbclid=IwAR1EFZ9cGOIchIKOKA_bBLZu32NI7Bx_jKjsFfGJty02oXl5b3cyJYXZiHg
Kazakhstan,KAZ,Kazakhstan,30/03/2020,Travel restriction,Cordon sanitaire,More than one city,,,https://www.coronavirus2020.kz/ru/na-karantin-zakroyut-neskol-ko-gorodov-karagandinskoy-oblasti_a3630789?fbclid=IwAR1rp5EMZWK6qB7flsCnuHu8SrsvvsVefwYhbaWPLy0pbJ8EqsKOzBc9sO0
Kazakhstan,KAZ,Kazakhstan,31/03/2020,Travel restriction,Cordon sanitaire,More than one city,,,https://www.coronavirus2020.kz/ru/s-31-marta-v-akmolinskoy-oblasti-vvoditsya-rezhim-karantina-akim-ermek-marzhikpaev-obratilsya-k-naseleniyu_a3631081
Kazakhstan,KAZ,Petropavlovsk,01/04/2020,Travel restriction,Border restriction,Borders closed for travellers but open for food supply,Partial,,https://www.coronavirus2020.kz/ru/s-1-aprelya-vvodyat-ogranichitel-nye-mery-v-sko_a3631324?fbclid=IwAR2sa5GwWpdzRbvjhgJTfM7VRohDIQmax3fA2uBNCyrADaDwedtw4z7CreM
Kazakhstan,KAZ,Petropavlovsk,01/04/2020,Closure of educational institutions,Complete closure of educational institutions,Complete closure of kindergardens,,,https://www.coronavirus2020.kz/ru/s-1-aprelya-vvodyat-ogranichitel-nye-mery-v-sko_a3631324?fbclid=IwAR2sa5GwWpdzRbvjhgJTfM7VRohDIQmax3fA2uBNCyrADaDwedtw4z7CreM
Kazakhstan,KAZ,Petropavlovsk,01/04/2020,Healthcare and public health capacity,Environmental cleaning and disinfection,Desinfection of the environment,,,https://www.coronavirus2020.kz/ru/s-1-aprelya-vvodyat-ogranichitel-nye-mery-v-sko_a3631324?fbclid=IwAR2sa5GwWpdzRbvjhgJTfM7VRohDIQmax3fA2uBNCyrADaDwedtw4z7CreM
Kazakhstan,KAZ,Kazakhstan,25/03/2020,Healthcare and public health capacity,Enhance healthcare capacity,Increased production of masks,,,https://www.coronavirus2020.kz/ru/skol-ko-masok-vypuskaetsya-v-kazahstane-v-sutki_a3629234?fbclid=IwAR3kp5nbt-liPkO1kK2zrK56kOz2XvQuxMRg1e57cglGaEkLd1Slb5BqHjY
Kazakhstan,KAZ,Almaty,01/04/2020,Travel restriction,Airports closing for all international flights,,,,https://www.coronavirus2020.kz/ru/vse-mezhdunarodnye-passazhirskie-aviareysy-priostanovyat-v-almaty_a3631405?fbclid=IwAR1rp5EMZWK6qB7flsCnuHu8SrsvvsVefwYhbaWPLy0pbJ8EqsKOzBc9sO0
Kazakhstan,KAZ,Kazakhstan,30/03/2020,Healthcare and public health capacity,Research,Clinical trials on COVID-19,,,https://www.coronavirus2020.kz/ru/10-laboratoriy-dlya-opredeleniya-covid-19-poyavyatsya-v-kazahstane_a3631422?fbclid=IwAR1uA-dft6aVUtR4-B6PCeApfF9WhblOBZNCMwWkQbctR0nBhQNwrhQDDuo
Kazakhstan,KAZ,Kazakhstan,31/03/2020,Travel restriction,Train transport restrictions,,,,"https://www.coronavirus2020.kz/ru/priostanovleno-dvizhenie-passazhirskih-poezdov-na-stanciyu-aktobe_a3631723?fbclid=IwAR35_BWp79Fry3c1hTFHh79_ftyZpXbQB-74EZH8Dcd52C1aP0Bsf15bM8g
https://www.coronavirus2020.kz/ru/ogranichitel-nye-mery-v-shymkente-iz-za-covid-19-obraschenie-akima-murata-aytenova_a3629854?fbclid=IwAR1wFvSOxEoXTvRLlreOocfFRxzKP1nB7Ghx5nUVYJfV1lBPd-USNRvOCPU
https://www.coronavirus2020.kz/ru/v-kazahstane-priostanavlivaetsya-dvizhenie-ryada-passazhirskih-poezdov_a3631902?fbclid=IwAR1wFvSOxEoXTvRLlreOocfFRxzKP1nB7Ghx5nUVYJfV1lBPd-USNRvOCPU
"
Kazakhstan,KAZ,Kostanay,02/04/2020,Risk communication,Respiratory etiquette,Promote the use of face mask,,,https://www.coronavirus2020.kz/ru/rezhim-chp-kostanaycev-predupredili-o-masochnom-rezhime-v-avtobusah-i-taksi_a3632476?fbclid=IwAR23pJJcfm10FmizZ5HTu-L7DYKqZ0FKypnr8q76Bs9NAu2wwBJcmaLH6e4
Kazakhstan,KAZ,Kazakhstan,03/04/2020,Travel restriction,Cordon sanitaire,More than one city,,,https://www.coronavirus2020.kz/ru/v-mangistauskoy-oblasti-ustanovleno-17-blokpostov_a3633104?fbclid=IwAR0vA95J6JJxilPNV378EL5SxMQw8vKpNyF98FQ9JYIRoBis034pBePNOYw
Greece,GRC,Greece,01/02/2020,Healthcare and public health capacity,Activate healthcare capacity,Hospitals prepared to treat,,,https://www.moh.gov.gr/articles/ministry/grafeio-typoy/press-releases/6656-anakoi-nwsh-ypoyrgei-oy-ygei-as-gia-thn-etoimo-thta-ths-xw-ras-sxetika-me-ton-koronai-o
Greece,GRC,Greece,01/02/2020,Risk communication,Actively communicate with healthcare professionals,"Sensitization of hospital establishments, medico-social establishments and liberal health professionals",,,
Greece,GRC,Greece,01/02/2020,Risk communication,Educate and actively communicate with the public,Activate communication to the public,"airport, railway stations, harbours (poster, flyers) radio, social media, governmential homepages ",,
Greece,GRC,Greece,03/02/2020,Risk communication,Actively communicate with healthcare professionals,Health agencies and emergency healthcare,,meeting national board for public health on Covid,
Greece,GRC,Greece,03/02/2020,Healthcare and public health capacity,Activate emergency response mechanisms,,,meeting natinal board for public health on Covid,
Greece,GRC,All islands,20/02/2020,Healthcare and public health capacity,Enhance healthcare capacity,Human ressource,"Mobilization of doctors, nurses, students and young retirees","Legislative Initiative for the immediate recruitment of medical, nursing and paramedical staff to the islands' hospitals",
Greece,GRC,Greece,24/02/2020,Risk communication,Educate and actively communicate with the public,Respiratory etiquette,Advice campaign for not touching eyes/nose/mouth,,https://www.moh.gov.gr/articles/ministry/grafeio-typoy/press-releases/6708-throyme-toys-kanones-ygieinhs
Greece,GRC,Greece,24/02/2020,Risk communication,Educate and actively communicate with the public,Respiratory etiquette,Advice campaign for sneezing/coughing in the elbow,,https://www.moh.gov.gr/articles/ministry/grafeio-typoy/press-releases/6708-throyme-toys-kanones-ygieinhs
Greece,GRC,Greece,24/02/2020,Risk communication,Educate and actively communicate with the public,Warning against travel to and return from risk areas,,,https://www.moh.gov.gr/articles/ministry/grafeio-typoy/press-releases/6708-throyme-toys-kanones-ygieinhs
Greece,GRC,Greece,24/02/2020,Risk communication,Educate and actively communicate with the public,Promote health check if respiratory symptoms,Seek medical attention promptly if you are feeling unwell.,,https://www.moh.gov.gr/articles/ministry/grafeio-typoy/press-releases/6708-throyme-toys-kanones-ygieinhs
Greece,GRC,Greece,24/02/2020,Risk communication,Educate and actively communicate with the public,Promote the 2m distance,,,https://www.moh.gov.gr/articles/ministry/grafeio-typoy/press-releases/6708-throyme-toys-kanones-ygieinhs
Greece,GRC,Greece,24/02/2020,Risk communication,Encourage to not shake hands,,,,
Greece,GRC,Thessaloniki,26/02/2020,"Case identification, contact tracing and related measures",Isolation of cases,,,"first case detecded, reternee from N-Italy, voluntarily quarantaine of the familiy",
Greece,GRC,Thessaloniki,26/02/2020,"Case identification, contact tracing and related measures",Tracing and monitoring,Cases, questionnaire,,
Greece,GRC,Thessaloniki,27/02/2020,Social distancing,Closure of educational institutions,Partial closure of educational institutions,Partial closure of primary and secondary schools,only the school of the daughter of the fist positive case!,
Greece,GRC,Greece,27/02/2020,Social distancing,Mass gathering cancellation,"Festivals, faith-based events",carneval parties cancelled,,
Greece,GRC,Attica,28/02/2020,Social distancing,Closure of educational institutions,Partial closure of educational institutions,Partial closure of primary and secondary schools,"in total 8 schooles in Attika, amongst them also 1 kindergarden",https://www.tornosnews.gr/en/greek-news/society/39157-4-confirmed-coronavirus-cases-in-greece-and-8-schools-closed-in-attica.html
Greece,GRC,Greece,28/02/2020,Healthcare and public health capacity,Enhance healthcare capacity,Prohibition of export of protective personal equipment,,,
Greece,GRC,Greece,28/02/2020,Social distancing,Closure of educational institutions,"Reduction of excursions, out-of-house events",,no school-travells into foreign countries,
Greece,GRC,Greece,28/02/2020,Social distancing,Measures for special populations,Measures to limit contact to hospital patients,Recommendation to reduce contact to hospital patients,,https://www.moh.gov.gr/articles/ministry/grafeio-typoy/press-releases/6744-metra-gia-thn-profylaksh-noshleyomenwn-asthenwn-poy-anhkoyn-se-eypatheis-omades
Greece,GRC,Greece,28/02/2020,Social distancing,Measures for special populations,Measures to limit contact to long-term care facilities,Recommendation to reduce contact to long-term care facilities,,https://www.moh.gov.gr/articles/ministry/grafeio-typoy/press-releases/6744-metra-gia-thn-profylaksh-noshleyomenwn-asthenwn-poy-anhkoyn-se-eypatheis-omades
Greece,GRC,Greece,06/03/2020,"Case identification, contact tracing and related measures",Tracing and monitoring,Nationals who travelled to at risk areas…,Israel,detecting around 20 cases within a group that had travelled together to Israel,
Greece,GRC,Greece,06/03/2020,"Case identification, contact tracing and related measures",Specific health channel for travellers,From high-risk areas other than China,Israel,,
Greece,GRC,"Ilia, Achaia und Zakynthos ",06/03/2020,Social distancing,Mass gathering cancellation,Cultural events,"Theatres, cinemas, concerts, etc.","local/regional areas affected by the ""Isreal-return-cases""",
Greece,GRC,"Ilia, Achaia und Zakynthos ",06/03/2020,Social distancing,Closure of educational institutions,Complete closure of educational institutions,"local/regional areas affected by the ""Isreal-return-cases""",,
Greece,GRC,Greece,08/03/2020,Social distancing,Measures for special populations,Measures to limit contact to the elderly,Recommend the elderly to stay at home,Nationwide closure of day-care-centres for the elderly,
Greece,GRC,Greece,08/03/2020,Social distancing,Mass gathering cancellation,Sport events,visitors excluded,,
Greece,GRC,Greece,09/03/2020,"Case identification, contact tracing and related measures",Isolation of cases,,,first case detecded on Lebos- Iland (25.000 refugees!),
Greece,GRC,Greece,09/03/2020,Social distancing,Measures for special populations,Measures to limit contact to hospital patients,Close hospitals for visitors,,
Greece,GRC,Greece,09/03/2020,Social distancing,Mass gathering cancellation,Limit up to 1000 persons,,,
Greece,GRC,Greece,10/03/2020,Social distancing,Closure of educational institutions,Complete closure of educational institutions,Complete closure of kindergardens,,
Greece,GRC,Greece,10/03/2020,Social distancing,Closure of educational institutions,Complete closure of educational institutions,Complete closure of primary and secondary schools,,
Greece,GRC,Greece,10/03/2020,Social distancing,Closure of educational institutions,Complete closure of educational institutions,"Complete closure of universities, research institutions",,
Greece,GRC,Greece,12/03/2020,Social distancing,Mass gathering cancellation,Cultural events,"Theatres, cinemas, concerts, etc.","all theatres, courthouses, cinemas, gyms, playgrounds and clubs",
Greece,GRC,Greece,13/03/2020,Social distancing,Small gathering cancellation,Closure of restaurants/bars/cafes,Total,"all shopping centres, cafes, restaurants, bars, museums and archaeological sites and food outlets, excluding supermarkets",
Greece,GRC,Greece,14/03/2020,Travel restriction,Travel restriction to high-risk areas,Italy,,,
Greece,GRC,Greece,14/03/2020,Social distancing,Mass gathering cancellation,Outdoor activities,Closure of ski resorts,and organized beaches,
Greece,GRC,Greece,16/03/2020,Social distancing,Small gathering cancellation,Closure of non-essential shops,,,
Greece,GRC,"Two villages in Western Macedonia, Damaskinia and Dragasia,",16/03/2020,Travel restriction,Cordon sanitaire,One city,,,
Greece,GRC,Greece,16/03/2020,Social distancing,Mass gathering cancellation,Place of worship,,only funerals allowed with restricted number of participants,
Greece,GRC,Greece,16/03/2020,Travel restriction,Border restriction,Borders closed for travellers but open for food supply,Albania + North Macendonia,,
Greece,GRC,Greece,16/03/2020,Travel restriction,Airport restriction,"Denial entry of travellers from ""high-risk"" countries other than China","to/from Italy, Spain","suspension of ferry services to and from Italy, air links to Spain, as well as the prohibition of all cruise ships and sailboats docking in Greek ports",
Greece,GRC,Greece,16/03/2020,Travel restriction,Denial entry to boats with more than 100 passengers,All,"from Italy + Spain, and all crusing ships","suspension of ferry services to and from Italy, air links to Spain, as well as the prohibition of all cruise ships and sailboats docking in Greek ports",
Greece,GRC,Greece,16/03/2020,"Case identification, contact tracing and related measures",Quarantine,All incomings,,,
Greece,GRC,Greece,18/03/2020,Social distancing,Small gathering cancellation,Police and army control and sanctions,"assembly ban for more than 10P, 1000 Euro penalty",,
Greece,GRC,All migrants camps,18/03/2020,Travel restriction,Individual movement restrictions,Non-essential movements forbidden,,"movement of camp residents would be restricted to small groups between 7am and 7pm, which could only include one person per family and would be controlled by police movement of camp residents  restricted to small groups between 7am and 7pm,  only one person per family,  controlled by police on public transport. ",https://www.channelnewsasia.com/news/world/greece-unveils-new-coronavirus-restrictions-in-migrant-camps-12553024
