"parent","link","child","value"
"Test contact or at risk of contact persons","L3-L4","Europe (retrospective screening)",1
"Test contact or at risk of contact persons","L3-L4","Extensive testing",1
"Test contact or at risk of contact persons","L3-L4","In nursing homes/ care centers",1
"Test contact or at risk of contact persons","L3-L4","Monitoring of high-risk people",1
"Test contact or at risk of contact persons","L3-L4","Nationals returning from Wuhan",1
"Test contact or at risk of contact persons","L3-L4","Test persons at highest risk of being infected with covid-19",1
"Test contact or at risk of contact persons","L3-L4","Travelers for infected areas",5
"Test contact or at risk of contact persons","L3-L4","United States and East Asia",1
"Test travellers with fever or symptoms","L3-L4","",1
"Test travellers with fever or symptoms","L3-L4","All incomings",2
"Test travellers with fever or symptoms","L3-L4","All incomings with symptoms",2
"Test travellers with fever or symptoms","L3-L4","Singapore citizens on all flights",1
"Test travellers with fever or symptoms","L3-L4","Testing at quarantine station",1
"Test travellers with fever or symptoms","L3-L4","Travellers from Syria and Egypt",1
"The government provides accommodations","L3-L4","For homeless people",1
"The government provides accommodations","L3-L4","For immigrants",1
"The government provides food assistance","L3-L4","",2
"The government provides food assistance","L3-L4","Food assistance for children in vulnerable families",1
"The government provides food assistance","L3-L4","Food assistance program",1
"The government provides food assistance","L3-L4","For children",1
"The government provides food assistance","L3-L4","For elderly",1
"The government provides food assistance","L3-L4","For vulnerable populations",4
"The government provides food assistance","L3-L4","Fund dedicated to food bank",3
"The government provides food assistance","L3-L4","Increased funding for food stamps",1
"The government provides food assistance","L3-L4","Provide meals for older adults",1
"The government provides food assistance","L3-L4","Provide meals for older who are home-bound",1
"The government provides food assistance","L3-L4","Shopping vouchers and food supplies",1
"The government provides food assistance","L3-L4","State workers helping at food banks",1
"The government provides food assistance","L3-L4","To school students",2
"The government provides food assistance","L3-L4","To traditional peoples and communities",1
"Thermometers","L3-L4","Import",1
"Thermometers","L3-L4","Thermal scanners",1
"To collect data and samples for tests","L3-L4","Data collection and management",1
"To collect data and samples for tests","L3-L4","Provide help for contact tracing",1
"To collect data and samples for tests","L3-L4","Testing",6
"To support essential workers","L3-L4","Firemen to transport patients",1
"To support essential workers","L3-L4","Motivate and acknowledge essential workers",1
"To support essential workers","L3-L4","To assist healthcare professionals",3
"To support law enforcement/sanction in case of no compliance","L3-L4","",5
"To support law enforcement/sanction in case of no compliance","L3-L4","In case test, isolation or treatment of patient is compromised",2
"To support law enforcement/sanction in case of no compliance","L3-L4","Support local authorities",9
"To support law enforcement/sanction in case of no compliance","L3-L4","To enforce border restrictions",2
"To support law enforcement/sanction in case of no compliance","L3-L4","To enforce curfew",1
"To support law enforcement/sanction in case of no compliance","L3-L4","To enforce lockdown",4
"To support law enforcement/sanction in case of no compliance","L3-L4","To enforce mask wearing requirement",2
"To support law enforcement/sanction in case of no compliance","L3-L4","To enforce quarantine/isolation",19
"To support law enforcement/sanction in case of no compliance","L3-L4","To enforce social distancing",32
"To support law enforcement/sanction in case of no compliance","L3-L4","To support law enforcement",1
"To support law enforcement/sanction in case of no compliance","L3-L4","Tracking of cititzens",1
"To support the population","L3-L4","",2
"To support the population","L3-L4","Construction of emergency accommodation",1
"To support the population","L3-L4","Ensure public services",1
"To support the population","L3-L4","Humanitarian missions",3
"To support the population","L3-L4","In affected areas",4
"To support the population","L3-L4","To help for food provision",4
"To support the population","L3-L4","To help vulnerable populations",1
"To support the population","L3-L4","Transfer of patients",3
"Total entry ban","L3-L4","",1
"Total entry ban","L3-L4","Air, sea, land",4
"Touristic places","L3-L4","Anti-epidemic measures for crowd control",2
"Tracking and monitoring of people under mandatory quarantine","L3-L4","Incoming travellers - Via phone app",1
"Tracking and monitoring of people under mandatory quarantine","L3-L4","Incoming travellers from China and South Korea",1
"Tracking and monitoring of people under mandatory quarantine","L3-L4","Incoming travellers from countries with cases via phone",1
"Tracking and monitoring of people under mandatory quarantine","L3-L4","Via phone app: mandatory",1
"Tracking and monitoring travellers","L3-L4","Self-diagnostic application",1
"Tracking and monitoring travellers","L3-L4","Via mobile phone: AOT Airports app - Mandatory",1
"Trade agreement with another country","L3-L4","Ensure trade of essential supplies",2
"Traditional peoples and communities","L3-L4","Quilombolas, gypsies and indigenous people",1
"Traffic enactments","L3-L4","",1
"Traffic enactments","L3-L4","Suspended driving ban on Sunday for all trucks with goods",2
"Traffic enactments","L3-L4","Suspended driving ban on Sunday for trucks transporting food and hygiene products",3
"Train medical staff especially for covid-19","L3-L4","",6
"Train medical staff especially for covid-19","L3-L4","Exercises",1
"Train medical staff especially for covid-19","L3-L4","Nurses",1
"Train medical staff especially for covid-19","L3-L4","Nurses sent in Wuhan",1
"Train medical staff especially for covid-19","L3-L4","Public Health Preparedness Clinics PHPC staff guided on the appropriate care protocols according to the assessed risk and diagnosis of each patient",1
"Train medical staff especially for covid-19","L3-L4","Telemedicine practice guidelines",1
"Train medical staff especially for covid-19","L3-L4","Train medical staff to perform case identification and contact tracing",1
"Train restriction","L3-L4","Decrease number of available seats to respect social distancing",1
"Train restriction","L3-L4","Only reserved seats allowed",1
"Train restriction","L3-L4","Train service from high risk place suspend",1
"Train restriction","L3-L4","Train traffic suspended",1
"Train restriction","L3-L4","Train traffic suspended: with Italy",1
"Train restriction","L3-L4","Train traffic suspended: with Spain",1
"Train traffic suspended","L3-L4","To Italy, Switzerland and Liechtenstein",1
"Transfer or enforcement of decisional and legal power","L3-L4","Greater prerogative for mayors",1
"Transfer or enforcement of decisional and legal power","L3-L4","Transfer the executive power of all ministers to Prime Minister",1
"Transiting Taiwan by air not allowed","L3-L4","",1
"Travel alert","L3-L4","Raised for 3 countries:Spain, Germany and France",1
"Travel alert level 1","L3-L4","",1
"Travel alert level 1","L3-L4","China",1
"Travel alert level 1","L3-L4","Italy, Iran",1
"Travel alert level 1","L3-L4","South Korea",1
"Travel alert level 1","L3-L4","Thailand",1
"Travel alert level 2","L3-L4","All countries / regions with current infectious disease risk information level 1 excluding the countries included in (1) above Level 2",1
"Travel alert level 2","L3-L4","China (except Hubei province)",1
"Travel alert level 2","L3-L4","China except Hubei province",1
"Travel alert level 2","L3-L4","Daegu City and Cheongdo County (Korea)",1
"Travel alert level 2","L3-L4","Egypt ",1
"Travel alert level 2","L3-L4","Guangdong Province",1
"Travel alert level 2","L3-L4","Iran",1
"Travel alert level 2","L3-L4","Japan",1
"Travel alert level 2","L3-L4","Singapore",1
"Travel alert level 2","L3-L4","South Korea",1
"Travel alert level 2","L3-L4","USA",1
"Travel alert level 2","L3-L4","Washington, New York, and California",1
"Travel alert level 2","L3-L4","Wenzhou city",1
