id,Country,iso3,State,Region,Date,Measure_L1,Measure_L2,Measure_L3,Measure_L4,Status,Comment,Source
6124,United States of America,USA,United States of America,United States of America,2020-03-07,Travel restriction,Port and ship restriction,Measures to limit contact to high risk populations,"Prohibition for individuals over 60 or Individuals that have heart, lung, or kidney disease, or have compromised immune systems to get on a cruise ship",,"Individuals over 60 or Individuals that have heart, lung, or kidney disease, or have compromised immune systems do not fly, and whatever you do, do not get on a cruise ship",https://governor.ky.gov/covid-19
6125,United States of America,USA,United States of America,United States of America,2020-03-07,Travel restriction,Airport restriction,Measures to limit contact to high risk populations,"Prohibition for individuals over 60 or Individuals that have heart, lung, or kidney disease, or have compromised immune systems to fly on an airplane",,"Individuals over 60 or Individuals that have heart, lung, or kidney disease, or have compromised immune systems do not go places where there are large crowds",https://governor.ky.gov/covid-19
6126,United States of America,USA,United States of America,United States of America,2020-03-13,Travel restriction,Border restriction,Entry ban to people from high-risk areas other than China,Schengen Area ,,"The entry into the United States, as immigrants or nonimmigrants, of all aliens who were physically present within the Schengen Area during the 14-day period preceding their entry or attempted entry into the United States is hereby suspended",https://www.whitehouse.gov/presidential-actions/proclamation-suspension-entry-immigrants-nonimmigrants-certain-additional-persons-pose-risk-transmitting-coronavirus/
6127,United States of America,USA,United States of America,United States of America,2020-03-13,"Case identification, contact tracing and related measures",Quarantine,Incomings from high-risk areas,"China, Iran, Schengen",,"China, Iran, Schengen",https://www.dhs.gov/news/2020/03/13/department-homeland-security-outlines-new-process-americans-returning-certain
6128,United States of America,USA,United States of America,United States of America,2020-03-13,Travel restriction,Airport restriction,Some airports dedicated to receive international flights,Americans returning from restricted countries must travel through one of 13 listed airports,,"Effective for flights taking off at 11:59 PM EDT on Friday, March 13th, Americans returning from all restricted countries will now be required to travel through the following 13 airports",https://www.dhs.gov/news/2020/03/13/department-homeland-security-outlines-new-process-americans-returning-certain
6129,United States of America,USA,United States of America,United States of America,2020-03-18,Resource allocation,The government provide assistance to vulnerable populations,The government provides food assistance,Increased funding for food stamps,,"free coronavirus testing, 14-day paid leave for American workers affected by the pandemic, and increased funding for food stamps.",https://www.nbcnews.com/politics/congress/house-vote-friday-democrats-coronavirus-relief-package-n1158306
6130,United States of America,USA,United States of America,United States of America,2020-03-18,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans,Guaranty payment of sick leaves during the epidemic,,"free coronavirus testing, 14-day paid leave for American workers affected by the pandemic, and increased funding for food stamps.",https://www.nbcnews.com/politics/congress/house-vote-friday-democrats-coronavirus-relief-package-n1158306
6131,United States of America,USA,United States of America,United States of America,2020-03-18,"Case identification, contact tracing and related measures",Enhance detection system,Extend test criteria,Provide free testing,,"free coronavirus testing, 14-day paid leave for American workers affected by the pandemic, and increased funding for food stamps.",https://www.nbcnews.com/politics/congress/house-vote-friday-democrats-coronavirus-relief-package-n1158306
6132,United States of America,USA,United States of America,United States of America,2020-03-27,Resource allocation,Police and army interventions,Increase police forces,Response to national emergency,,provide additional authority to the Secretaries of Defense and Homeland Security to respond to the national emergency,https://www.whitehouse.gov/presidential-actions/eo-order-selected-reserve-certain-members-individual-ready-reserve-armed-forces-active-duty/
6133,United States of America,USA,United States of America,United States of America,2020-03-27,Healthcare and public health capacity,Increase availability of PPE,Increase domestic production of PPE,Support businesses producing PPE,,"guarantee loans by private institutions, make loans, make provision for purchases and commitments to purchase, and take additional actions to create, maintain, protect, expand, and restore domestic industrial base capabilities to expand domestic production of health and medical resources needed to respond to the spread of COVID-19, including personal protective equipment and ventilators",https://www.whitehouse.gov/presidential-actions/eo-delegating-additional-authority-dpa-respect-health-medical-resources-respond-spread-covid-19/
6134,United States of America,USA,United States of America,United States of America,2020-03-27,Healthcare and public health capacity,Increase in medical supplies and equipment,Increase domestic production of medical equipment,Support businesses producing medical equipment,,"guarantee loans by private institutions, make loans, make provision for purchases and commitments to purchase, and take additional actions to create, maintain, protect, expand, and restore domestic industrial base capabilities to expand domestic production of health and medical resources needed to respond to the spread of COVID-19, including personal protective equipment and ventilators",https://www.whitehouse.gov/presidential-actions/eo-delegating-additional-authority-dpa-respect-health-medical-resources-respond-spread-covid-19/
6135,United States of America,USA,United States of America,United States of America,2020-03-27,Healthcare and public health capacity,Increase availability of PPE,Increase domestic production of PPE,Economic support to industries for production of PPE,,"guarantee loans by private institutions, make loans, make provision for purchases and commitments to purchase, and take additional actions to create, maintain, protect, expand, and restore domestic industrial base capabilities to expand domestic production of health and medical resources needed to respond to the spread of COVID-19, including personal protective equipment and ventilators",https://www.whitehouse.gov/presidential-actions/eo-delegating-additional-authority-dpa-respect-health-medical-resources-respond-spread-covid-19/
