"","Measure_L1","Measure_L2","Measure_L3","Measure_L4"
"3247","Social distancing","Mass gathering cancellation","All public and private events",""
"3248","Social distancing","Mass gathering cancellation","Limit up to 150 persons",""
"3253","Social distancing","Measures for special populations","Measures to limit contact to long-term care facilities","Restrictions for visitors"
"3255","Social distancing","Work safety protocols","Vulnerable populations",""
"3256","Social distancing","Measures for special populations","",""
"3261","Social distancing","Small gathering cancellation","Closure of restaurants/bars/cafes","partial"
"3262","Social distancing","Small gathering cancellation","Limit up to 50 persons",""
"3264","Travel restriction","Public transport restriction","Public transport ban","Cessation of public transport inside cities"
"3270","Travel restriction","Border restriction","Entry ban for people from high-risk areas other than China","Regions with cases"
"3271","Travel restriction","Airport restriction","Landing bans on aircrafts from high risk areas","Aircrafts from Doha/Qatar"
"3273","Travel restriction","Border restriction","Land borders closed","Lebanon"
"3274","Travel restriction","Border restriction","Travel ban to high-risk areas","Iraq, Jordan"
"3275","Travel restriction","Border restriction","Travel ban to high-risk areas","all countries where state of epidemics is declared"
"3285","Environmental measures","Environmental cleaning and disinfection","Public Transport",""
"3293","Risk communication","Actively communicate with stakeholders","Provides recommendation for business continuity",""
"3295","Case identification, contact tracing and related measures","Airport health check","Health certificate requested","Travellers from China"
"3297","Case identification, contact tracing and related measures","Airport health check","Test travellers with fever or symptoms",""
"3298","Travel restriction","Border restriction","Entry ban for people from China","Chinese national"
"3299","Travel restriction","Border restriction","Entry ban for people from China","Hong Kong, Macau, China"
"3300","Travel restriction","Border restriction","Entry ban for people from China","Wuhan"
